title,bedrooms,price,post_time,location
Beautiful 3 bedroom 2 bath in a great amenity building,3,2745.0,1/31,brooklyn
Live a life you'll love in a gorgeous renovated 1 bed / 1 bath!,1,1835.0,1/31,other
GREAT VALUE--RENT STABILIZED LARGE 2 BEDRROM,2,2250.0,1/31,other
🛑BUSHWICK🛑AMAZING 3BR /J/M/Z Train No Fee,3,2775.0,1/31,buschwick
No Fee!! MUST SEE this spacious 2 beds with  Stunning Views,2,3995.0,1/31,financial district
Spacious 2 Bed 2 Bath NO FEE + Office space,2,2800.0,1/31,brooklyn
"Sleek 3BR near Barclays, R Train, & More! ***NO FEE***",3,4400.0,1/31,other
NEW BUILDING/2 Bed 1 Bath/ WASHER IN UNIT **NO FEE,2,2500.0,1/31,other
Spacious 2 Bed in prime location+ Balcony!! NO FEE,2,2750.0,1/31,bed stuy
Sunny 2BR/1BA laundry/bike storage/rooftop/Backyard Prospect Park!,2,2995.0,1/31,other
3 BED 2 BATH w/d in unit ***NO FEE***,3,3150.0,1/31,brooklyn
Spacious 3 bedroom Duplex in Bushwick! NO FEE,3,3450.0,1/31,buschwick
MASSIVE 3 BEDROOM 1 BATH** LAUNDRY IN UNIT**NO FEE,3,3000.0,1/31,other
🟥WONT LAST🟩REAL X LARGE 4BR/2BATH/Laundry in Apt. J/M/Z Train No Fee,4,3599.0,1/31,bed stuy
LARGE 2 BED | 1 BATH | DOORMAN,2,3200.0,1/31,other
Extra large 2 bedroom in PRIME ASTORIA w/condo finishes,2,2650.0,1/31,other
@ Whole House (5Beds/ 3Baths/ Finished Basement) + Pets ok. @,5,6000.0,1/31,other
Wonderful 1 bed / 1 bath in prime location! Close to everything!,1,2080.0,1/31,other
"1 BED / 1 BATH FEATURES AN ELEVATOR, LAUNDRY, BIKE STORAGE",1,2900.0,1/31,buschwick
BEAUTIFUL SPACIOUS 4 BEDROOM PENTHOUSE APARTMENT,4,4500.0,1/31,buschwick
"PATHWAY TO ULTRA GORGEOUS ""GIGANTIC"" 3BR-RENT STABILIZD-ELEV-QN BRS-DW",3,2650.0,1/31,other
(NO FEE) Spacious 2 Bed 1 Bath Apartment Bensonhurst w/ Amenities!!,2,2900.0,1/31,other
2 Bedroom Apartment,2,1900.0,1/31,other
STUNNING 3 BED!! W/D IN UNIT!!,3,3000.0,1/31,brooklyn
STUNNING 2 BED!! PRIME LOCATION,2,2800.0,1/31,bed stuy
MASSIVE 3 BED 2 Bath!! W/D IN UNIT!!,3,3200.0,1/31,brooklyn
"STRAIGHT UP ""GORGEOUS"" BEAUTIFULLY RENOV(SPACIOUS)1BR-LDRY-QN BR-DW-MW",1,2500.0,1/31,other
1 bedroom for rent,1,1600.0,1/31,other
Updated 2bed 2 bath-Hamilton Heights- Washer/Dryer Combo in Unit,2,3400.0,1/31,other
FOR RENT SIX ROOM APARTMENT W/3BR,3,2900.0,1/31,other
No broker fee! Stunning 3 bed 1 bath in Gowanus! 3/1 Move in!,3,4500.0,1/31,brooklyn
STUNNING DEAL 2 BR_HUGE APARTMENT WEST 46 ST & 10 AVE,2,2895.0,1/31,other
Sunkissed 3 bed 1 bath apt in Gowanus March 1 move in,3,4400.0,1/31,other
"Queens (Arvane), 1 BR, 1 Bath",1,1900.0,1/31,other
"Spacious, Private 3 or 4 BR Apartment, Walk to Train",4,3800.0,1/31,other
Spacious 3 bed 1 bath duplex in Williamsburg * Rent stabilized*,3,4646.0,1/31,other
Sunkissed spacious 2 bed 2 bath apt in Williamsburg,2,5000.0,1/31,other
1bed w/ private backyard in East Willyberg +heat/hw included,1,2500.0,1/31,other
"AWESOME 1 BED 1 BATH IN PRIME WILLIAMSBURG! *GYM,LAUNDRY,LOUNGE ROOM*",1,3200.0,1/31,other
*BEAUTIFUL* BRAND NEW 2BED 1BATH WITH W/D IN UNIT *ASAP* MOVE IN!,2,2500.0,1/31,brooklyn
*MASSIVE* 3 BED DUPLEX (not a basement)! READY FOR ASAP MOVE IN!,3,3500.0,1/31,buschwick
"2 bedrooms 1 bath with balcony $2,100 Bensonhurst",2,2100.0,1/31,other
4 BED 2 BATH WITH LIVING ROOM,4,3999.0,1/31,brooklyn
Gorgeous 2 Bed 1 Bath pets friendly apartment available in prime Flatb,2,2499.0,1/31,other
Spacious 3 bed +  office 2 bath apt with backyard access,3,4000.0,1/31,bed stuy
NO-FEE Luxury 1 Bed w/ East Views & In-Unit Laundry in Prospect Height,1,3815.0,1/31,other
2 bed 1 bath in Hell's Kitchen-,2,3900.0,1/31,other
NO FEE Luxury Renovated 3 Bedroom w/ Fantastic Modern Amenities,3,6410.0,1/31,other
"NO FEE 3 BEDS,2BATHS,W/D IN UNIT,DOORMAN,ELEVATOR,CLOSE TO CENTRALPARK",3,8400.0,1/31,other
Spacious and Bright 2 bedroom 1 bath + office space+ Private backyard,2,2600.0,1/31,buschwick
"*IMMACULATE 3 BED 3 BATH IN CROWN HEIGHTS! LAUNDRY & ROOF, NO FEE!*",3,3200.0,1/31,crown heights
2 BEDROOM SUNSET PARK,2,1850.0,1/31,other
HUGE 2 BED 1.5 BATH DUPLEX IN CLINTON HILL FOR A SWEET PRICE! NO FEE!,2,2900.0,1/31,other
Brand New Fort Greene Luxury 2 Bed 2 Bath Best Deal In Town NO FEE,2,6095.0,1/31,other
"3 Bed 1 Bath Apartment for rent - Ozone Park, NY",3,2400.0,1/31,other
Open Kitchen--Elegant 2 Bed/2 Bath--In Unit W/D--Lux Building--No Fee,2,3798.0,1/31,other
"NO FEE 2 BEDS 2 BATHS ELEVATOR,DOORMAN,W/D IN UNIT",2,6000.0,1/31,other
RENOVATED 3 BEDROOM/2BATH APARTMENT 15 MINUTES TO NYC,3,3500.0,1/31,other
"Beautiful, modern and spacious 4 bedroom 1.5 bath duplex in Clinton Hi",4,3800.0,1/31,other
2 Bedroom - Prime Bedstuy - Available Now!,2,2950.0,1/31,bed stuy
No Fee--Spacious 2 Bed / 2 Bath--Newer Building--W/D In Unit--Doorman,2,3795.0,1/31,other
Washer and dry in unit - 4 Bedroom in prime bushwick!,4,4100.0,1/31,brooklyn
"2BR/Office, Furnished/Unfurnished, Sun Room, great for professional",2,2600.0,1/31,other
@ Whole House (4Beds/ 3.5Baths/ Finished Basement/ Two Garages/ Cat),4,6500.0,1/31,other
3 Bedroom in Prime Bushwick! Feb 1st or asap move in!,3,3500.0,1/31,brooklyn
**BRAND NEW GORGEOUS 2 BED/ 2 BATH APT IN BED-STUY**NO FEE**,2,3200.0,1/31,bed stuy
Luxury 1 bed**Heart of Astoria** Private Balcony**Washer/Dryer in Unit,1,3400.0,1/31,other
No Brokers Fee! 2 bedroom apt in Stuy Heights $2800!,2,2800.0,1/31,other
Charming Convertible 2 Bedroom - Top Floor Unit,2,2900.0,1/31,financial district
Charming Convertible 2 Bedroom - Top Floor Unit,2,2677.0,1/31,financial district
No Fee* NEW LUXURY 2 Bed 2 Bath in Greenpoint,2,6223.0,1/31,other
"FRANKLIN AVE, PROSPECT PARK, 3 BED",3,3750.0,1/31,crown heights
"BROWNSTONE, HERBERT VON KING 3 BED, NO FEE",3,3000.0,1/31,bed stuy
Large 2 Bedrooms with New Kitchen on Top Floor Overlooking the Park,2,2795.0,1/31,other
"UNICORN 2 BED, WASHER/DRYER, BALCONY",2,3260.0,1/31,buschwick
"$3,75o 3Bed 2Bath DUPLEX w/Yard+Deck+Garden+Dishwasher+W/D.Hookups+...",3,3.0,1/31,other
***1Bedroom Apartment  Ready ⚡️⚡️⚡️⚡️,1,1750.0,1/31,other
3 bedroom Apartments Available,3,3000.0,1/31,other
Gorgeous Brand New Luxury 2 Bed 2 Bath Downtown BK,2,5564.0,1/31,other
Contemporary 2 bed in Rent Stabilized Elevator Bldg PRIME ASTORIA,2,2850.0,1/31,other
"Great Value*True 3 bed & 2 bath, Great natural light, lots of closet s",3,2700.0,1/31,crown heights
"TRUE 4 BED, ELECTRICITY INCLUDED (CONTACT ME TODAY TO VIEW)",4,7750.0,1/31,other
TRUE 3 BEDROOM. ALL UTILITIES INCLUDED (ELECTRIC IS FREE!!). RENT STAB,3,6450.0,1/31,other
Super Spacious 1 Bed - Prime Bedstuy - Available Now!,1,2800.0,1/31,bed stuy
BRAND NEW 1 Bedroom 1 Bathroom in the heart of BUSHWICK Brooklyn,1,2950.0,1/31,buschwick
MASSIVE/SUPER BRIGHT 3 BEDROOM IN EAST FLATBUSH,3,2900.0,1/31,other
RENT STABILIZED 2 Bed. Free Utilities Included (ELECTRIC INCLUDED)! FR,2,4400.0,1/31,other
RENT STABILIZED. Real 3 Bed!! Free Utilities! (Free Electric and HIGH,3,5700.0,1/31,other
"Beautiful 3bedroom apt at Prescott st , with laundry and parking.",3,2950.0,1/31,other
"FOR YOU ONLY ""THE BEST!"" BEAUTIFL(LG)1BR-DM/ELEV/LDRY-VIEW-SS-DW-QN BR",1,3700.0,1/31,other
TRUE 3 BEDROOM. ALL UTILITIES INCLUDED (FREE ELECTRIC). ELEVATOR BUILD,3,5750.0,1/31,other
"""ABSOLUTE GEM”(SPACIOUS)1BR-LNDRY-COMF LIVNG RM-QN BR-DW-MW-CENTRAL PK",1,2695.0,1/31,other
"FOR YOU ONLY ""THE BEST!"" STUNNING 1BR-24HR DM/ELEV/LNDRY-MASSIVE LR-DW",1,3850.0,1/31,other
🌟 1 Bedroom Plus Home Office in Crown Heights! $2195,1,2195.0,1/31,crown heights
LARGE 2 BED. ALL UTILITIES INCLUDED (FREE ELECTRIC/CABLE!!). RENT STAB,2,4400.0,1/31,other
🌟 Bright Crown Heights 3 Bedroom Apartment! $2800,3,2795.0,1/31,crown heights
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,2,2500.0,1/31,other
"""A REAL GEM!"" PRISTINE 3BR-SPACIOUS LIVNG RM-GRAN-SS-DW-MW-UNION SQ PK",3,4850.0,1/31,other
**STUNNING NEWLY RENOVATED 3 BED/ 1 BATH APT IN PRIME WILLIAMSBURG**,3,3800.0,1/31,other
"Jumbo 2 Bed + 1.5 Bath + Balcony, By E/M/R Trains | Elevator/Laundry",2,2650.0,1/31,other
SPACIOUS ROOM IN 3 BED 2 BATH IN PARKSLOPE,3,1400.0,1/31,other
PATHWAY TO PRISTINE 3BR-SPACIOUS LIVNG RM-QN BR-SS-DW-MARB BA-UNION SQ,3,4850.0,1/31,other
"""A REAL GEM!!"" PRISTINE 3BR-SPACIOUS LIVNG RM-QN BRS-DW-AC-UNION SQ PK",3,4650.0,1/31,other
Massive private terrace 1 bedroom in Prime Astoria,1,2775.0,1/31,other
March 1 Spacious 4 bed 2 bath apt in Ridgewood,4,3800.0,1/31,other
3 Bedroom home for rent,3,3850.0,1/31,other
Magnificent 2 bed/2 Bath Duplex with private terrace in Crown Heights!,2,2900.0,1/31,brooklyn
"Luxury 1 BR(800sf),$2078,Hardwd,W/D,Terr,Dwntwn",1,2078.0,1/31,other
Rego Park 2 bedroom apt for rent-gas included,2,2300.0,1/31,other
**STUNNING ONE OF A KIND 2 BED/ 1.5 BATH TOWNHOUSE IN PARK SLOPE**,2,5995.0,1/31,other
"2 BED / 1 BATH WITH STUNNING HARDWOOD FLOORS, NATURAL LIGHT",2,4300.0,1/31,other
NO FEE 2 BR 1.5 BATHS SUNNY OPEN VIEWS,2,5700.0,1/31,other
2 bedroom 1 bath fully renovated Bensonhurst,2,2200.0,1/31,other
"1 bed apt, all inclusive, for rent",1,2000.0,1/31,other
"VERY SPACIOUS 2Bed,By Maria Hernandez 1.5 bath HEAT HOT WATER INCLUDED",2,2885.0,1/31,buschwick
Awesome 2 Bed Near the Park! No Fee!,2,3000.0,1/31,buschwick
1 Bed Apt Bad Credit No Problem,1,1500.0,1/31,other
Stunning New 2 Bed w/ Laundry in Prime Williamsburg! No Fee!,2,6825.0,1/31,other
Brand New 2 Bed in Prime Bushwick!,2,3200.0,1/31,buschwick
Super Solid 3 Bed! No Fee!,3,3100.0,1/31,other
2 Bedroom Apartment located in LES!!,2,3999.0,1/31,other
Gorgeous New 2 Bed! No Fee!,2,3050.0,1/31,bed stuy
Dope 2 Bed! No Fee!,2,2575.0,1/31,buschwick
New 2 Bed in Prime Bushwick! No Fee!,2,3000.0,1/31,buschwick
Nice 1 Bedroom apartment with private balcony located in Nomad!,1,3500.0,1/31,other
"2 BED/ 2 BATH CONDO: balcony, w/d, elevator, parking, live in super!",2,2800.0,1/31,other
NO-FEE Luxury 1 Bed with Oversized Windows & Oak Flooring in Fidi!,1,3782.0,1/31,financial district
Beautiful 1 BR Apartment available in prime Crown Heights!,1,2050.0,1/31,crown heights
Huge 3BR on 90th Street in Bay Ridge near R subway!,3,2700.0,1/31,brooklyn
spacious 1 bed. huge living space- PARKING-,1,1699.0,1/31,other
2 bed/2 bath with W/D in-unit in Williamsburg!,2,3200.0,1/31,brooklyn
1 Bed + Home Office w/ Washer & Dryer in Unit *ASTORIA*,1,2600.0,1/31,other
Beautiful Sun Drenched 1 Bed + Home Office 1 Bath  *Springfield Garden,1,2395.0,1/31,other
LARGE 1 BED  FLEX 2 FIDI,1,3700.0,1/31,financial district
No Fee 2 Bedroom 2 Bath 4999 East 23 Priv Roofdeck 9297240948,2,4999.0,1/31,other
BRAND NEW CONSTRUCTION - Amazing Style! 2 Bed / 2 Bath / 1237 SqFt!,2,3545.0,1/31,other
"2 bedroom apt in Sunnyside , Renovated , 2nd floor, Video tour",2,2400.0,1/31,other
BRAND NEW 3 BEDROOM 2 BATHROOMS. HASA CITYFHEPS WELCOME,3,3200.0,1/31,other
Beautiful 1 Bedroom + 1 Bed/Office/Flex Space + 1 Bath Available 3/01,1,2800.0,1/31,brooklyn
"NO FEE 2 Bed 2 Bath Floor to Ceiling Windows ,Pool, Gym",2,7500.0,1/31,other
THIS IS A 2 BEDROOM IN CANARSIE CLOSE TO EVERYTHING,2,2400.0,1/31,other
"Chic urban living at Residences on Bedford! 1 bed, 1 bath available!",1,1975.0,1/31,other
Spacious and Bright 2 bedroom 1 bath + office space+ Private backyard,2,2600.0,1/31,buschwick
NEW BUILDING/2 Bed 1 Bath/ WASHER IN UNIT **NO FEE,2,2500.0,1/31,other
MASSIVE 3 BEDROOM 1 BATH** LAUNDRY IN UNIT**NO FEE,3,2900.0,1/31,other
Spacious 2 Bed 2 Bath NO FEE + Office space,2,2800.0,1/31,brooklyn
Spacious 3 bedroom Duplex in Bushwick! NO FEE,3,3450.0,1/31,buschwick
"NO FEE!! LARGE 1 BEDROOM, 2 SUBWAY LINES TO THE CITY",1,1390.0,1/31,other
BRAND NEW 2 bed / 2 bath!+ PRIVATE OUTDOOR SPACE + NO FEE,2,3200.0,1/31,bed stuy
Wow! You'll love this amazing 1 bed 1 bath home in Yonkers,1,1975.0,1/31,other
Spacious 2 Bed in prime location+ Balcony!! NO FEE,2,2700.0,1/31,bed stuy
3 BR 2 FULL BATH DUPLEX HOUSE FOR RENT,3,3100.0,1/31,other
1 Bedroom Apt For Rent,1,1700.0,1/31,other
GORGEOUS 3 BED 2 BATH IN CROWN HEIGHTS!! IN-UNIT W/D & PRIVATE BALCONY,3,2900.0,1/31,crown heights
BRAND NEW 2 BED 2 BATH DUPLEX PENTHOUSE IN CROWN HEIGHTS! NO FEE!,2,3100.0,1/31,crown heights
*HUGE 2 BED 1 BATH + OFFICE SPACE IN BUSHWICK! LOTS OF LIGHT & SPACE*,2,2600.0,1/31,buschwick
BEAUTIFUL 3 BED 1 BATH IN PRIME CROWN HEIGHTS! LOTS OF LIGHT & NO FEE,3,2650.0,1/31,crown heights
3BR Flex 4BR 1300sft. Pre-War Next To Brower Park,3,3500.0,1/31,crown heights
Sublet 1 bedroom apt for 6-12 months,1,1500.0,1/31,other
Brand new 2 bed / 2 bath!! Stunning unit with *PRIVATE OUTDOOR SPACE**,2,3200.0,1/31,bed stuy
STUNNING 2 BED WITH BALCONY! ~ AVAILABLE ASAP!,2,2800.0,1/31,bed stuy
"LARGE AND MODERN ~ 4 BED, 2 FULL BATHROOMS! ~ GREAT LOCATION",4,3800.0,1/31,other
The perfect 3 bed + office ~ private outdoor space - laundry in-unit,3,4100.0,1/31,bed stuy
Updated 1 BR 1 BA- Great Yonkers Ave. Location,1,1750.0,1/31,other
!!! TRUE 3 BED+1 BATH (ALL UTILITIES INCLUDED ELECTRIC/HEAT/HOT WATER),3,5990.0,1/31,other
"2 Bedrooms-- LARCHMONT--$2374-- Near Town & Train, Tudor Style",2,2374.0,1/31,other
"2 Bedrooms-- $2200- Near Town & Train, Tudor Style-  White Plains",2,2200.0,1/31,other
West Village Cute 2 bedroom,2,3250.0,1/31,other
2 bed Astoria,2,2500.0,1/31,other
2 bed Astoria,2,2500.0,1/31,other
SPACIOUS LES 1 BED DIGS - PRIME LOCATION - RARE FIND,1,2750.0,1/31,other
RARE EV 2 BED/ 1.5 BATH DUPLEX + BACKYARD_ELEV/ LNDRY/ ROOF DECK BLDG!,2,3495.0,1/31,other
BRIGHT NOLITA CORNER 3 BED STUNNER__PRIME LOCATION!,3,4995.0,1/31,other
3BR 1.5BA top floor with in unit laundry,3,3000.0,1/31,other
"Renovated, Sunny Bed Stuy 3 Bedroom 1 Bath",3,2800.0,1/31,bed stuy
Spacious 2 Bed 2 Bath NO FEE + Office space,2,2800.0,1/30,brooklyn
MASSIVE 3 BEDROOM 1 BATH** LAUNDRY IN UNIT**NO FEE,3,2900.0,1/30,other
Spacious 3 bedroom Duplex in Bushwick! NO FEE,3,3450.0,1/30,buschwick
"Rarely avail, pets ok w/dshwsher & bckyrd, real 3BR/1bth nr R 46th St",3,3300.0,1/30,other
3 bedroom apt for rent,3,2400.0,1/30,other
Beautiful 4 Bedroom 1.5 Baths DUPLEX apartment in prime Bushwick area!,4,4499.0,1/30,buschwick
2 Bed Near City College & A/D/B/C/1 Trains!,2,2000.0,1/30,other
FURNISHED 2 Bed+PRIVATE YARD+Exposed Brick,2,3800.0,1/30,bed stuy
Prosp.ֶPark 1BR PREWAR  STABILIZED ready asap,1,1701.0,1/30,brooklyn
Renovated XL 2.5 Bed_Private Yard_Laundry_Private Entrance,5,3000.0,1/30,crown heights
3 BR MANUFACTURED HOME FOR RENT,3,1250.0,1/30,other
Gorgeous 2 Bedroom on 44th Street! W. Parking,2,2500.0,1/30,other
Newly Renovated 2 Bedroom Pet-friendly: Parking Available,2,2500.0,1/30,other
Newly Renovated 2 Bedroom Pet-friendly: Parking Available,2,2500.0,1/30,other
1Bedroom,1,2795.0,1/30,other
2 BRs/2 Baths__2 Balconies__Elevator__Pet Ok SUNSET PARK INDUSTRY CITY,2,2900.0,1/30,other
"Private house - 2Br, LR, Modern eating kitchen",2,2500.0,1/30,other
🔥Stunning new 3 bed-2 bath-Washer-n-unit/luxury bldg-,3,6200.0,1/30,other
BRAND NEW! 3 Bedroom apartment in Bay Ridge - sunset park slope,3,3000.0,1/30,other
2 Bed-New Amenities-Elevator/Washer-n-unit-Balcony-Roof/nofee,2,5225.0,1/30,other
Amazing and very SUNNY 4 bedrooms 3 baths duplex apt PLUS MASSIVE FINI,4,5950.0,1/30,bed stuy
BRAND NEW 3 BEDROOM 2 BATHROOMS. HASA CITYFHEPS WELCOME,3,3200.0,1/30,other
Amazing and very SUNNY 5 bedrooms 3 baths duplex apt PLUS MASSIVE FINI,5,5950.0,1/30,bed stuy
1 bedroom in Washington Heights🏙💎✨️,1,1650.0,1/30,other
*SUNLIT!*HUGE 2BR/1BTH*LUXURY ELEVATOR DOORMAN*UES!*,2,4312.0,1/30,other
"$2,25o 2Bed 1Bath’s w/Rooftop+Elevator+Laundry",2,2.0,1/30,other
1 Bedroom - 2 Available - $1750 & $1800,1,1750.0,1/30,other
Amazing deal on a 2 bed apt in Williamsburg!,2,2750.0,1/30,brooklyn
NO FEE_2br_2ba_Washer/Dryer__Sunset Park Slope Greenwood Heights,2,3450.0,1/30,other
"Stunning 2Beds,2Baths in Full Service Building. No broker fee",2,4375.0,1/30,other
Double Pleasure__2 BRs/2 Baths__2 Balconies__SUNSET PARK INDUSTRY CITY,2,2900.0,1/30,other
3 bedroom apartment in Park Slope South Greenwood heights area,3,2695.0,1/30,other
"No Fee!! 4 bedroom, 3 bath. in prime location.  Good Deall!!",4,7850.0,1/30,other
@ 2Fl brand new 2bed/1bath Apt + Subway (J) nearby @,2,2000.0,1/30,other
SPACIOUS ROOM IN 3 BED 2 BATH IN PARKSLOPE,3,1450.0,1/30,other
"*SUNNY*2BR/1BTH*BEAUTIFUL TREE LINED STREET*4,5,6TRAINS*PRIME UES!*",2,2900.0,1/30,other
"NO FEE! Gorgeous 1Bed/1Bath Off beautiful Eastern Parkway!  Gym, Roof",1,3490.0,1/30,crown heights
2 BEDROOM FLEX IN LUXURY BUILDING WITH WATER VIEW - NO FEE !!,2,3840.0,1/30,financial district
!!! TRUE 3 BED+1 BATH (ALL UTILITIES INCLUDED ELECTRIC/HEAT/HOT WATER),3,5990.0,1/30,other
"No Fee!! 4 bedroom, 3 bath. in prime location.  Good Deall!!",4,7800.0,1/30,other
*MASSIVE* 3 BED DUPLEX (not a basement)! READY FOR ASAP MOVE IN!,3,3500.0,1/30,buschwick
2 Bedrms - Near All - Pets Allowed - Large,2,2600.0,1/30,other
"No Fee — Charming 3BR near Barclays, R Train, & More!",3,4300.0,1/30,other
**LARGE LIVIG ROOM** SPACIOUS 3 BEDROOM IN STUYVSANT HEIGHT***NO FEE,3,2700.0,1/30,other
DEAL ALERT SPCIOUS 2 BEDROOM IN CROWN HEIGHTS **NO FEE,2,2200.0,1/30,crown heights
"Crown Heights Renovated 3 Bed 2 Bath, Giant Bedrooms and Livingroom",3,3600.0,1/30,crown heights
No Fee!! MUST SEE this spacious 2 beds with  Stunning Views,2,3995.0,1/30,financial district
"AWESOME 1 BED 1 BATH IN PRIME WILLIAMSBURG! *GYM,LAUNDRY,LOUNGE ROOM*",1,3200.0,1/30,other
*SUPER SUNNY* GORGEOUS 3BED 2BATH ON BORDER OF PARK SLOPE! W/D IN UNIT,3,4400.0,1/30,other
3 BED 2 BATH PRIME TRIBECA 24/7 DOORMAN BUILDING TRIBECA,3,7400.0,1/30,other
King Size 3 Bed/2 Bath--Fully Reno--Duplex--Sun Drenched,3,3500.0,1/30,other
Newly Renovated 3BD 1BR $2200 Rent,1,2200.0,1/30,other
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,2,2500.0,1/30,other
🌟 Bright Crown Heights 3 Bedroom Apartment! $2800,3,2795.0,1/30,crown heights
🌟 1 Bedroom Plus Home Office in Crown Heights! $2195,1,2195.0,1/30,crown heights
"Fantastic corner 1br, prime west vil, doorman, courtyard",1,5000.0,1/30,other
No Fee Clinton Hill 2BR + Basement / Backyard Near Pratt,2,3200.0,1/30,other
"Large 1br, fab light, views, laundry, elevator, gym, yard!",1,3550.0,1/30,other
Spacious 2bed ** Laundry** Top floor,2,2350.0,1/30,other
3 bedroom apt,3,2500.0,1/30,other
Crown Heights/Prospect heights - Sunny 2 Bedroom - Dishwasher - No fee,2,2800.0,1/30,crown heights
2 BEDROOM FLEX IN LUXURY BUILDING WITH WATER VIEW - NO FEE !!,2,3840.0,1/30,financial district
Beautiful Loft Apartment - 1 Bedroom 1 Sleeping Loft !,1,1700.0,1/30,other
"Gorgeous 1 Bed in Renovated Building w/ Backyard, Rood & Laundry!",1,2399.0,1/30,buschwick
Gorgeous 3 Bed with Private Balcony near Prospect Park available!,3,2850.0,1/30,other
2 Bed w/ in-unit Washer + Dryer & Backyard!,2,2599.0,1/30,other
"Huge, gorgeous 2 bedrooms PLUS HUGE OFFICE 1 bath  PENTHOUSE DUPLEX av",2,3499.0,1/30,other
OLD MILL BASIN 2BR UNIT EVERYHTING INCL. AVAILABLE ASAP!,2,2200.0,1/30,other
"Huge, gorgeous 3 bed 1 bath Penthouse Duplex available in prime Clinto",3,3599.0,1/30,other
NO FEE! Gorgeous 2Bed/1Bath + W/D in unit! in Prime Park slope!,2,3636.0,1/30,other
ID:1412286 - Nice 2 Bedroom in Flushing,2,2500.0,1/30,other
**STUNNING 3 BED/ 1 BATH APT ON BEAUTIFUL BLOCK IN CROWN HEIGHTS**,3,2995.0,1/30,crown heights
4 bedrooms 2 baths with balcony Gravesend,4,3200.0,1/30,other
3 Bed 2 Bath// W/d in bdlg***NO FEE**,3,3000.0,1/30,other
"1 bedroom 1 bath fully renovated Staten Island $1,450",1,1450.0,1/30,other
Stunning Willamsburg Waterfront 1 Bed NO FEE,1,5795.0,1/30,other
"*LRG 1 Bed, Heat Hot Water INC*",1,1750.0,1/30,other
"OH 1-2PM MASSIVE 4800 SQ FT PENTHOUSE 28 WINDOWS, 5BEDS 3 FULL BATHS 3",5,15800.0,1/30,other
Huge NYCHA/CITYFHEPS 4 Bedroom,4,3385.0,1/30,other
Norwalk 2br 1bth heat included,2,2600.0,1/30,other
"Comfortable living. Conveniently located, spacious 1 bed 1 bath!",1,1835.0,1/30,other
Bright 2BR Apartment Near Columbia University,2,2650.0,1/30,other
* 3 BED W/ PRIVATE OUTDOOR SPACE * NATURAL LIGHT * HUGE CLOSETS,3,3299.0,1/30,brooklyn
*MASSIVE 3 BR. 2 BTH./ DUPLEX + OUTDOOR SPACE / EAST 5 ST. & AV. B,3,4150.0,1/30,other
2 Bed 1 Bath NO FEE,2,2000.0,1/30,other
Great 1BR in Prime Bushwick.  Morgan L East Williamsburg,1,2000.0,1/30,buschwick
large 2 bedroom 2500 ;2 bedroom 4500 steps to shore road house,2,2500.0,1/30,other
Mosholu - Large 2BR Apt - Elevator / NO Fee,2,1995.0,1/30,other
1 Bed 1 Bath,1,2387.0,1/30,other
Renovated 3BR Apt on Tree-Lined South Slope Street,3,3975.0,1/30,brooklyn
Spacious 2 bed 2 bath apt in Greenpoint,2,4000.0,1/30,other
Largest 3 Bedroom on the Market Right Now(Brooklyn/Queens Border),3,2400.0,1/30,other
Dyker Heights Prime location luxurious 2 Bedroom,2,2800.0,1/30,brooklyn
*****6 BEDROOM APARTMENT FOR RENT******,6,4454.0,1/30,other
*****5 BEDROOM APARTMENT FOR RENT*****,5,3900.0,1/30,other
*****1 BEDROOM APARTMENT FOR RENT*****,1,1600.0,1/30,other
*****3 BEDROOM APARTMENT FOR RENT******,3,3200.0,1/30,other
E. Williamsburg / Bushwick - Beautiful 2 Bedroom - No fee - Dishwasher,2,3100.0,1/30,other
**STUNNING 3 BED/ 1.5 BATH APT WITH PRIVATE PORCH IN BUSHWICK*NO FEE**,3,4000.0,1/30,buschwick
Sunny 3 Bedroom Apt For Rent,3,2400.0,1/30,brooklyn
**STUNNING 2 BED/ 1 BATH APT WITH AMENITIES IN EAST FLATBUSH**,2,2550.0,1/30,other
Modern 1BR Steps from Columbia University and CCNY,1,2500.0,1/30,other
Spacious 3 bed 2 bath apt in Ridgewood,3,3000.0,1/30,other
Brand New Luxury 1 Bed Downtown Brooklyn Stunning Views,1,4296.0,1/30,other
Newly built corner unit 3 bed 2 bath corner unit in Greenwood,3,4400.0,1/30,other
Beautiful 4 Bedroom 2 Baths PENTHOUSE DUPLEX apartment in prime Bushwi,4,4499.0,1/30,buschwick
🌟 1 Bedroom Plus Home Office in Crown Heights! $2195,1,2195.0,1/30,crown heights
"Large Bronx 1 bedroom apartment,ready to move in!",1,1650.0,1/30,other
Sunkissed Spacious 2 bed 1 bath apt in Bushwick,2,2700.0,1/30,buschwick
"In ""Pelham Bay"" area,large 3 bed apt,all utilities included!",3,2700.0,1/30,other
Beautiful 2 Bed 1 Bathroom Apt For Rent-NO BROKER FEE,2,4100.0,1/30,other
March 1 Spacious 4 bed 2 bath apt in Ridgewood,4,3800.0,1/30,other
🌟 Bright Crown Heights 3 Bedroom Apartment! $2800,3,2795.0,1/30,crown heights
